created_at,text,username,screen_name,verified,followers_count,TOXICITY,INSULT,PROFANITY,THREAT,SEXUALLY_EXPLICIT
Thu Dec 02 15:39:28 +0000 2021,A very happy birthday (December 3) to Taiga Kyomoto of #SixTONES!  https://t.co/110yZVZFip,うに,uniniku1203,False,17,0.060878422,0.054192476,0.022503814,0.04114759,0.023544457
Thu Dec 02 15:39:28 +0000 2021,Be the first owner of my NFT collection! Participate in our first Giveaway challenge. The winner takes it all - a FREE NFT! How to join?- Like this tweet- Retweet- Follow @atrue22The winner will be announced on 21.12.2021. Get ready! #NFTGiveaway #FreeNFT https://t.co/6oboXLlyRY,Cactus Jester,Macrodose1,False,162,0.079056025,0.05132914,0.09727852,0.19330126,0.116546325
Thu Dec 02 15:39:28 +0000 2021,@wxntrbear HAVE U EVEN START READING THE HATING GAME,Yoongi’s Tangerine⁷,hobissneakers,False,2366,0.17142649,0.13827941,0.13845725,0.22827508,0.08462423
Thu Dec 02 15:39:28 +0000 2021,"I like big mutts, and I cannot lie ... #NationalMuttDay https://t.co/oqxTcFiUUx",Bruce- Vote💙,wbruce44,False,3746,0.30996636,0.23842223,0.19047238,0.24014728,0.23028947
Thu Dec 02 15:39:28 +0000 2021,@rockybaker5 @TeslaSpaceShip @Tesla i want,The Piggster,the_piggster,False,56,0.097794674,0.054456353,0.09299131,0.17119376,0.16663042
Thu Dec 02 15:39:28 +0000 2021,Here are voting proofs. Again I didn't reach my goal. Don't give up guys. The gap is keep decreasing.Total - 867 Votes@pporappipam @Thefeel44372474 @CTtalggi #OMVTProofs #Scientist #MAMAVOTE #TWICE https://t.co/CFFsDaDalo,RAIN~🌧|| IA ~👨‍🔬Ulan,RysIrish,False,218,0.15014635,0.18142556,0.11001475,0.08644747,0.12804605
Thu Dec 02 15:39:28 +0000 2021,"Sometimes I fxck slow, sometimes I fxck quick  https://t.co/JtzR3gIi2l",🇺🇸🆁🆃_🆂🅻🅰🆅🅴 5.3 🅺 🇮🇳,RT_Slave69,False,5341,0.36008483,0.2781839,0.50281787,0.24385643,0.50081307
Thu Dec 02 15:39:28 +0000 2021,The same int community who worked tiredlessly to forget it. In order to keep up trade and economic relations with Iran for its own benefit. But the MEK/PMOI did not accept this impunity. Without them this courtcase would've never become a reality #WeSupportMEK,𝒦𝒾𝓂𝒾𝒶𝒩𝒾𝓁𝒶 ,kimianila,False,1226,0.17124994,0.16352573,0.07463422,0.16237946,0.12821208
Thu Dec 02 15:39:28 +0000 2021,"After a #CyberAttack in fall 2020, the University of Vermont Medical Center took 151 days to fully recover. Preparation was key to handling downtime. https://t.co/dq46I6QmTc",CyberSec BOT,botcybersec,False,2851,0.027785273,0.015877286,0.012704765,0.01835072,0.014720018
Thu Dec 02 15:39:28 +0000 2021,Why does a human body become deceased?Th,𓆸𓆸𓆸𓆸𓆸𓆸𓆸𓆸𓆸𓆸ESSRA𓆸𓆸𓆸𓆸𓆸𓆸𓆸𓆸𓆸𓆸𓆸𓆸,hgzos1638459288,False,0,0.1945349,0.09710819,0.05798801,0.57045203,0.06702386
Thu Dec 02 15:39:28 +0000 2021,"Good morning women over 5'8"". I hope you have an amazing day today. The rest of you children, don't miss that bus and have a good day at school .",MEDIUM UGLY CEO🥳😌😈😛,breezyxhunna,False,6139,0.2826325,0.17288293,0.12501103,0.33662015,0.17137796
Thu Dec 02 15:39:28 +0000 2021,"@SouthernGypsy11 @VMundae @tftTarot4today I hear ya on that, same. I mostly read for our students, which are usually very well behaved (some even are starting out on Tarot, bring their decks to show me, but that is another story). But yea, townies here one has to be seriously guarded.",A. Rivera,bloodravenlib,False,756,0.08673954,0.062759876,0.06764495,0.05875392,0.06370143
Thu Dec 02 15:39:28 +0000 2021,"@AaronWherry My only fear is the #TikTok generation who are swayed by 30 second trend videos.  For example, thinking @theJagmeetSingh sitting in a shower is the kind of person we need to lead Canada. https://t.co/lf2Yh1mfVQ",Diane Leakey,DGLeakey,False,9,0.09988165,0.08019554,0.04536244,0.17419362,0.034488544
Thu Dec 02 15:39:28 +0000 2021,"DO NOT trust Wikipedia, it's a very unreliable source.",Fy🍋 || TXT Only🔨,this_is_taehyun,False,2065,0.22237842,0.25023928,0.1291554,0.07470017,0.05305232
Thu Dec 02 15:39:28 +0000 2021,"Wouldn't it be ironic if #SCOTUS overturns Roe v. Wade, creatin' a massive backlash that results in a Democratic Senate supermajority passin' law ensurin' reproductive rights for all women?",🇺🇸✊PEOPLE OVER PROFIT💰🇺🇸,tjaroz,False,1858,0.13203657,0.11937639,0.02796546,0.025355231,0.0598277
Thu Dec 02 15:39:28 +0000 2021,"Is anybody else RIDICULOUSLY tired? These last 3-4 weeks, no matter how much I sleep, I feel like I need to sleep some more. https://t.co/iFwLrE1esz",TIFF.KICKS,tiff_kicks,False,50,0.51761353,0.5749856,0.34372202,0.44098568,0.36724785
Thu Dec 02 15:39:28 +0000 2021,.@michaelurie and @TheRealPhilemon discuss what makes their queer holiday film #SingleAlltheWay unique. https://t.co/SH0gUnTRyz,Mártin,alanescobarodas,False,653,0.14454891,0.1440751,0.13297099,0.032679364,0.12761621
Thu Dec 02 15:39:28 +0000 2021,"@RWMaloneMD ... (e.g. a virus or bacterium) is encountered. This leaves the immune system ""trapped"" by the first response it has made to each antigen, and unable to mount potentially more effective responses during subsequent infections. https://t.co/hsg5hElxAb",Maskarada,StellaA86563951,False,150,0.084873535,0.07990262,0.01890977,0.056543726,0.022388214
Thu Dec 02 15:39:28 +0000 2021,"there's a clarifying aspect of Twitter in that you can see before your very eyes how many people with elite degrees and prestige sinecures are thin-skinned, petty idiots. This drives American elites bonkers (see Substack) but it makes makes British ones want to dig mass graves",Bo Bolander,BBolander,True,13438,0.7617972,0.8457381,0.54873353,0.2830781,0.08582858
Thu Dec 02 15:39:28 +0000 2021,"they were doing 2 line acrostic poems with daesang (daesang) and when han was starting he was checking himself out  don't say ""I look great (""dae""danhage saenggyeossne)...... *holding it in*  https://t.co/D0i8X10TTu",qist,hyuneqish,False,383,0.088259324,0.06584823,0.07823185,0.13997185,0.13221791
Thu Dec 02 15:39:28 +0000 2021,@kas_delafere IT'S A BIG PROBLEM /o\,velithya,velithya,False,732,0.15010883,0.10399596,0.1736719,0.17633347,0.1916654
Thu Dec 02 15:39:28 +0000 2021,"Let's set an age limit after which you can't run for political office, perhaps a number just below 70 ...",Portfolio Builder,generatesincome,False,2357,0.09407458,0.08895247,0.03201959,0.17481336,0.04003236
Thu Dec 02 15:39:29 +0000 2021,NEW DROPLaser Garden Ep.6The fifth princess who destroy a sick noble system and also a leader of Laser Garden to fight with the Very High Humans.https://t.co/OJwN48NPMh#pichwish#NFTTHAILAND #NFTs #NFTThaicommunity #NFTCommunity #nftcollector #NFTcollectibles https://t.co/hwWRQeQyyd,Pichwish🌕,pichwish,False,2146,0.15055604,0.1528188,0.060203247,0.1744248,0.054931413
Thu Dec 02 15:39:29 +0000 2021,"here's a darker one, #DINO https://t.co/i7bfmPuL1m",chachimi,channiechinchin,False,227,0.07238414,0.046184696,0.04143727,0.085772015,0.058557883
Thu Dec 02 15:39:29 +0000 2021,"The email claims new Covid test kits have had to be made as the new variant ""appears dormant in the original test kits."" This is a scam and not correct. https://t.co/bxFfXG20Rs",Mark Atkins,markmiwurd,False,635,0.09473122,0.11368314,0.025721276,0.02704804,0.019195136
Thu Dec 02 15:39:29 +0000 2021,i'm scared to see content,❤️ deepika,padukonestars,False,391,0.15511028,0.08695267,0.12655716,0.19800784,0.13661367
Thu Dec 02 15:39:29 +0000 2021,I received a peer recognition @Viewbug https://t.co/5BWW77arDT #photography,Shahana Shafiuddin,shahanaus,False,235,0.06101168,0.033883415,0.05338217,0.06252462,0.08318523
Thu Dec 02 15:39:29 +0000 2021,A queen !,Mikey,RIP_Chew,False,1213,0.08691152,0.060058143,0.0506334,0.096192084,0.056692988
Thu Dec 02 15:39:29 +0000 2021,"The perks of playing at @UNC_Basketball? Getting ""Cool Grey"" Air Jordan 11s after a big win over Michigan.  @GoHeels https://t.co/su1Ky7mc93",P O N C H O 🌈,Poncho_Simmons4,False,1556,0.07352424,0.049989097,0.06413942,0.055263847,0.09582031
Thu Dec 02 15:39:29 +0000 2021,PRATIK STANDS STRONG#PratikFam I have a feeling that in #WeekendKaVaar #PratikSehajpal will be bashed for being attacked. Irony dies in #BB15 @BiggBoss @ColorsTV @VootSelect @justvoot  #PratikIsTheBoss @realsehajpal @PrernaSehajpal @iamteampratik @IamRealHasan @TeamPratikOFC,Rifat,Rifat99629916,False,22,0.29526463,0.15835987,0.20630366,0.69879025,0.14901277
Thu Dec 02 15:39:29 +0000 2021,My guy .. I appreciate your support.,E-dub / Hawksbeat,HawksBeat,False,1162,0.04438295,0.028163075,0.024139103,0.030202473,0.06158494
Thu Dec 02 15:39:29 +0000 2021,i cannot express how proud i am of him. https://t.co/p1DOTc6k4c,danceracha doing things ⚡,drachacts,False,1042,0.2468847,0.19385111,0.25681412,0.1833547,0.30498904
Thu Dec 02 15:39:29 +0000 2021,a ingrid,gabriela,gabrieIaortwz,False,427,0.27582374,0.19187513,0.30804613,0.33728337,0.18085986
Thu Dec 02 15:39:29 +0000 2021,As a former Sooner Alum...Sooner Fans help me get 10k followers,Kristi Gilmore,kegilmore47,False,3,0.078642905,0.043729838,0.04248878,0.101806,0.084356464
Thu Dec 02 15:39:29 +0000 2021,@dominique151102 I love you sexy lip baby Look You Look So Beautiful I like your sexy,VurgilWilnis,WilnisVurgil,False,49,0.55466825,0.2125688,0.5405434,0.3018895,0.84781677
Thu Dec 02 15:39:29 +0000 2021,When your Gf asked you a hypothetical question  https://t.co/LaOYkykDFC,“epitome of the misunderstood”,kingg_dc209,False,87,0.14147834,0.10060796,0.0441901,0.066058554,0.09769901
Thu Dec 02 15:39:29 +0000 2021,WORLD OF HORROR 0.9.84https://t.co/tqrfpuprpX https://t.co/3mQKzWEeqC,juno @ nothing!!,catmotif_,False,79,0.074344955,0.052089117,0.047564276,0.080490954,0.087325156
Thu Dec 02 15:39:29 +0000 2021,i mean- https://t.co/ryrDc4uEno,alli. ◡̈,_seungminloml,False,381,0.31089434,0.28052014,0.2328205,0.1234546,0.1750382
Thu Dec 02 15:39:29 +0000 2021,@flickermoon28 i agree!! it's sad it's christmas bc otherwise it would be the perfect opportunity,disco loes,FINEWALLSWTHR,False,4150,0.06261222,0.033989035,0.05633741,0.07182427,0.038914762
Thu Dec 02 15:39:29 +0000 2021,This woman truly is a work of art https://t.co/vbifEs5t4G,D,dheeeeeeeer,False,283,0.25286072,0.29841444,0.11432848,0.037800964,0.083617836
Thu Dec 02 15:39:29 +0000 2021,Time to push the price 'boundaries' on either side of this now.....,Brynne Kelly,BrynneKKelly,False,26681,0.07096586,0.028557392,0.02070081,0.2917181,0.028797634
Thu Dec 02 15:39:29 +0000 2021,"Yay, a work Christmas party on Zoom this month!  (Yeah, fun for me, and pathetic for some)",Akiko,akiko_taylor,False,149,0.6815814,0.78746545,0.3291381,0.1738545,0.045277257
Thu Dec 02 15:39:29 +0000 2021,@btsinthemoment Because j-hope is a pop star international celebrity that's right ,delicateslap,delicateslap,False,20,0.08228906,0.077769145,0.06859334,0.07873129,0.036681145
Thu Dec 02 15:39:29 +0000 2021,"ENEMY OF THE STATE, X-FILESTime's running out--21yo, preppy intern Nicola MUST:EXPOSE a top-secret project's dark agendaEVADE death w/a gruff, dashing MI6 spyPROVE she's innocent of murderMASTER emergent ET powersSTOP Earth plunging into cosmic war#PitMad #A #M #T #S #POC",S.A Lunamir,SALunamir,False,215,0.42448413,0.31667823,0.31090918,0.7615582,0.14340366
Thu Dec 02 15:39:29 +0000 2021,a whole new level of peak devastation https://t.co/YDGgiXYgjr,ElieKimwon_«7»|정원💚🌻,Nyangleader_one,False,872,0.11896076,0.12092572,0.08156531,0.07928837,0.06479576
Thu Dec 02 15:39:29 +0000 2021,Growth is uncomfortable. Unlearning habits and becoming a better you takes time. Going back to the old you isn't an option. You've worked too hard to get to where you are!!!,sour patch kidd.,tyeMarie_,False,742,0.12892032,0.14053966,0.023109121,0.06316316,0.02319427
Thu Dec 02 15:39:29 +0000 2021,"I love you still, always will.",mellow,ayymellow,False,147,0.068923034,0.036861032,0.044732966,0.10437412,0.07390532
Thu Dec 02 15:39:29 +0000 2021,Gym Leader Leafeon-----Grass-type gym leader and a fan of Tomb Raider.Equipped with whip to venture inside the Gym... maybe... https://t.co/jIQ6GCztLL,Azur Sapphiere,ASapphiere,False,42,0.07990498,0.056691572,0.021861421,0.25352365,0.042700157
Thu Dec 02 15:39:29 +0000 2021,@craig_c83 @GMB @DrHilaryJones Yea surely that's good news isn't it? am i missing something does he want more people dead then,E JONES,wildey_1,False,962,0.32541254,0.23226324,0.26832673,0.58852756,0.17719294
Thu Dec 02 15:39:29 +0000 2021,Thank u @GoDogeArmy for the xmas profile picture love it   #NewProfilePic #doge #dogecoin https://t.co/SimeIg3LDq,Crypto Currency 🔥🚀🚀🚀🚀🌕👀,Highlypara,False,6139,0.09261758,0.0707426,0.15098046,0.114059545,0.20713775
Thu Dec 02 15:39:29 +0000 2021,QUICK LICB TICKET GIVE AWAY! (1 winner)- rt this tweet - drop your un with the #LoveIsColorBlind and default tags- follow me (optional)- must be following donbelle &amp; dbofc- will send it through email-  i will choose randomlyI'll announce the winner at 11:50,Lyn,Donbelle_lyn,False,189,0.19223678,0.1556257,0.1930648,0.33260125,0.16317329
Thu Dec 02 15:39:29 +0000 2021,@LSNTEAM_ Focus on Lisa Queen I vote #MAMAVOTE #lisa,cega,Elizabeth18gonz,False,152,0.08287786,0.06300548,0.0801607,0.078122,0.085998945
Thu Dec 02 15:39:29 +0000 2021,I can tell real from fake like shit from sugar,1400blk,leotha1st,False,264,0.889468,0.68785954,0.94120413,0.05349305,0.09514163
Thu Dec 02 15:39:29 +0000 2021,@PlayWithJJ An indoor sport that I know I'd enjoy JJ like that lucky man.,Alan,27darts,False,878,0.1062032,0.105081,0.101001084,0.11862198,0.10894201
Thu Dec 02 15:39:29 +0000 2021,@ENHYPEN_members AAA SUNOO YAAAHHH I LOVE YOUUU,wawaaaa||DEMINSION:DILEMMA,wh0iswawa,False,317,0.11091988,0.06614612,0.109702185,0.23761007,0.15246898
Thu Dec 02 15:39:29 +0000 2021,@Factsofw0rld I'd DEFINITELY lose!,Rebecca Mulira,Beckstas,False,1555,0.2425468,0.19992122,0.20395388,0.273256,0.17894536
Thu Dec 02 15:39:29 +0000 2021,I vote #MAMAVOTE #rose https://t.co/gYUTkHOLAu,gab ❄️,chaeyruby,False,435,0.08766826,0.05648179,0.07675423,0.08447055,0.10395542
Thu Dec 02 15:39:29 +0000 2021,"Sadly, there isn't one Rep or Senator from Utah that's cosponsored legislation to stop horse slaughter. @RepChrisStewart, you were a cosponsor last time around. Can we count on you again? @SenatorRomney @SenMikeLee @RepBurgessOwens @RepBlakeMoore @RepJohnCurtis? https://t.co/c3yViZ1ip9",Joni Skibo/LaCroix,Joni_Looking,False,6371,0.23991688,0.1943436,0.15189135,0.34759834,0.09948187
Thu Dec 02 15:39:29 +0000 2021,"i'll resume tomorrow, sam's secret...",_,YbPWJqbVvBjW8zJ,False,273,0.13420044,0.07940487,0.07566707,0.18241812,0.13841729
Thu Dec 02 15:39:29 +0000 2021,"Like they say, never ever mess with a Shetty!Dekhiye #BiggBoss15 tonight at 10.30pm only on #Colors.Catch it before TV on @vootselect.#BB15 @ShamitaShetty https://t.co/wrjHdO0Fzy",_its_sanskari_,_Its_Sanskari_,False,30,0.14265406,0.12988463,0.13822173,0.13052945,0.14654978
Thu Dec 02 15:39:29 +0000 2021,#GileadIsComingIt's what they want:#ThisIsTheRepublicanParty #RacistSexistGOP #VoterSuppression #GOPWarOnWomen #JimCrowGOP #BookBurners #GQPDomesticTerrorists #WhiteMenMakeTheRules #ActualCensorship #ActualVoterFraud #WhiteSupremacy #PoliceState #UnderHisEye #GOPHates #RoeVWade,Eric,EricFlut,False,198,0.5269964,0.5696481,0.42239344,0.30789885,0.28806758
Thu Dec 02 15:39:29 +0000 2021,i LOV  U SUNSHINE https://t.co/05qXHVx9Rv,ً ju,Y4NGJUNG,False,536,0.17288336,0.14362837,0.147708,0.24076039,0.21561141
Thu Dec 02 15:39:29 +0000 2021,How is the speed #PratikFam?Can I get 1 reply from each one of you?PRATIK STANDS STRONG#PratikIsTheBoss #PratikSehajpal #BBKingPratik,Ayang Imsong,AyangImsong3,False,11,0.1825468,0.13550557,0.11008876,0.19913104,0.14622171
Thu Dec 02 15:39:29 +0000 2021,@ScottPresler Yes...and I'd be fine buying for product not made in China,Dan K,dk_CSU,False,276,0.12879445,0.11781505,0.07106433,0.12145122,0.052340515
Thu Dec 02 15:39:29 +0000 2021,I need stimulants I wanna be able to read again I need stimulants I wanna be able to read again I need stimulants I wanna be able to read again I need stimulants I wanna be able to read again I need stimulants I wanna be able to read again I need stimulants I wanna be able to re https://t.co/fRvaPWvraO,transexual idiot savant 🧷️,marcie_toons,False,365,0.084177114,0.0395771,0.12523572,0.095575824,0.16297317
Thu Dec 02 15:39:29 +0000 2021,I put in for New Years Day off and it was approved by a store manager but I don't think my direct supervisor realizes that yet. https://t.co/MCAkArBoad,Beks the Halls with the Entrails of Her Enemies,BekahBunnie,False,1699,0.059056584,0.023342982,0.020096937,0.06876872,0.041118015
Thu Dec 02 15:39:29 +0000 2021,"Exploiting the tragedy of people who became victims of criminal pseudo-medical experiments in Auschwitz in a debate about vaccines, pandemic and people who fight for saving human lives is shameful. It is disrespectful to victims &amp; a sad symptom of moral and intellectual decline.",The Communal Atheist,CommunalAtheist,False,312,0.24107616,0.26847813,0.07149882,0.24697094,0.034382463
Thu Dec 02 15:39:29 +0000 2021,i love u https://t.co/CxQUOM5q9t,ً,llxyzi,False,459,0.0505945,0.021116517,0.030271372,0.061143767,0.08570002
Thu Dec 02 15:39:29 +0000 2021,@TheSizzleReport It's not the first time a nation looked the other way. https://t.co/xwObvp74Mz,Ronald Roberts,RonOran68,False,66,0.06419723,0.04103459,0.046759192,0.042630102,0.054389574
Thu Dec 02 15:39:29 +0000 2021,"Locals from Shwe Nwe Thway village, #Yinmarpin township staged a marching strike as part of their daily routine to protest Genocidal Dictatorship. #WarCrimesOfJunta #Dec2Coup #WhatsHappeningInMyanmar https://t.co/NvbDTsmCcy",Myat Yadanar,MyatYadanar18,False,3,0.10587267,0.086749285,0.04134683,0.31608588,0.027892988
Thu Dec 02 15:39:29 +0000 2021,Seems like BTS's hearts are always along side with ARMY  B T S = C U T E? see you tomorrow too army! https://t.co/Bm4bKevXkW,Rosiee,Rosiee53005202,False,0,0.37482047,0.2742696,0.22866958,0.27386874,0.21739994
Thu Dec 02 15:39:29 +0000 2021,Check out the new profile edit of @rubina_star !!!!!! Do u guys like it??#RubiHolics #RubinaDilaik https://t.co/X8byBFRQma,Rubina addict,Bishal69520801,False,322,0.08691707,0.08257893,0.055698607,0.082309105,0.09908555
Thu Dec 02 15:39:30 +0000 2021,I think that Phil Kaufman is one of the best directors that I have come across.PRATIK STANDS STRONG,Puja patil,PujaPat36637669,False,128,0.11958576,0.107100785,0.11519254,0.1409509,0.13953407
Thu Dec 02 15:39:30 +0000 2021,Trust me I'm a purrfessional#meowed #meowedofficial #TheMeowedClubFrom https://t.co/BdmeAptdCc_kit | IG https://t.co/zsdbDEqvZb,jim⚡️,jim_1000000,False,17,0.07626622,0.050111037,0.09369917,0.13931659,0.0850174
Thu Dec 02 15:39:30 +0000 2021,"IOC statement 2X says taking a ""human &amp; person-centered approach"" to #PengShuai. They should really explain what this means in light of Beijing's well-documented record persecuting critics.  h/t @SophieHRW @MinkysHighjinks @hrw https://t.co/F4wmjqMqQH",Tara,Tara_Delilah,False,93,0.108714886,0.09984734,0.16189548,0.10294731,0.095259935
Thu Dec 02 15:39:30 +0000 2021,"@cdknelson @semirama @Bb8La8 yes, i retweeted this earlier, it's so lovely ",maddy🧣🎄pls read pinned📌,reyofsunlights,False,2625,0.13937117,0.06430845,0.1709573,0.15980788,0.14231569
Thu Dec 02 15:39:30 +0000 2021,That's right. ...Did you know? Waiting on a single tile is the hardest thing to read.,akasaka ebooks,aksk_enbot,False,22,0.059388254,0.04006654,0.028679868,0.046717633,0.029032668
Thu Dec 02 15:39:30 +0000 2021,That's cute - there's no competition against #Bitcoin,TCP/IP Maxi or HFSP,CoatTrapper,False,197,0.09551124,0.060151204,0.039135903,0.09022791,0.05494364
Thu Dec 02 15:39:30 +0000 2021,@__bjork those movies aren't actually that bad. i weirdly enjoy them,shabe,_kabuterimon,False,88,0.44616103,0.38712952,0.42114732,0.28128853,0.3937112
Thu Dec 02 15:39:30 +0000 2021,"JUST IN - U.S. Treasury Secretary Yellen is ready to retire the word ""transitory"" to describe inflation.",Brotherhood Of MGTOW,brohoodmgtow,False,181,0.10127846,0.10967247,0.048191596,0.07790891,0.062884726
Thu Dec 02 15:39:30 +0000 2021,@DnD_mv True love false v don't know what is their mind. But u need more guts to say I'm sorry in front of everyone,Patricia David,Patrici97344629,False,8,0.40961298,0.43518332,0.3130293,0.3332912,0.19493209
Thu Dec 02 15:39:30 +0000 2021,@dashrevolver @Gurnico I have a diploma as a graphic designer as well hahah and I also friggin hate the thirsty ones have definitely Ruined it,A Cracked Polystyrene man🎮 (Halo Infinite Arc),Zwanguy,False,1379,0.59569293,0.48167112,0.6985668,0.28608936,0.34772208
Thu Dec 02 15:39:30 +0000 2021,"@LeaderMcConnell don't help the dems destroy our country, enough is enough.  Make them use reconciliation, grow a pair will you.  Stand up for the little people.",Bloomberg.Brad.42069🦍🦍🦍🦍amc/gme MOASS,BramandaC,False,775,0.24143745,0.21952724,0.10946327,0.44756877,0.06983441
Thu Dec 02 15:39:30 +0000 2021,@mazeofmelodies Thank you so much. I love the sound it makes but didn't know the name,M🎄| #straykids #MAMAVOTE,StuckedinPhobia,False,28,0.06742452,0.051930025,0.07348174,0.057023507,0.09205029
Thu Dec 02 15:39:30 +0000 2021,@Austin57053528 Yes I'm seeing the same. But many are getting through with multiple tries.,"SupplyNinja • PS5 Restock Drops, Xbox Stock Alerts",SupplyNinja,False,89470,0.061120123,0.03252155,0.054247066,0.058506716,0.044618685
Thu Dec 02 15:39:30 +0000 2021,"@laurenboebert Wow, you are really one to talk about disgusting behavior.  I agree with the Cuomo suspension but when will @kevinomccarthy man up and show a little leadership on disciplining the disgusting behavior by some R members of the house?",kelly,kelly_zj,False,5,0.33183286,0.45791742,0.101483725,0.077350445,0.06178724
Thu Dec 02 15:39:30 +0000 2021,secondhand embarrassment I have here I mean............... No need any critical literacy to simply understand this is an insult IN THEIR DAY!?!?!,anakku wonpil aktor (real),tinywonpils,False,120,0.44276395,0.5157539,0.06373245,0.058118854,0.048848122
Thu Dec 02 15:39:30 +0000 2021,"Nigeria is basically a dead entity. Even 'the owners of Nigeria' know this, except, ironically, those that live in the most viable parts.",Usul,Bendapp,False,1310,0.1548575,0.14412731,0.097947784,0.33960426,0.072030954
Thu Dec 02 15:39:30 +0000 2021,I received a peer recognition @Viewbug https://t.co/sodH4kq8bH #photography,Alf Bailey,AlfBailey1,False,80,0.0825443,0.04880881,0.11097808,0.059808876,0.16029069
Thu Dec 02 15:39:30 +0000 2021,"This morning, we received more evidence of the strength of America's historic economic recovery. New unemployment claims are now at a level not seen since March 7, 2020.",Emilie D,Emilie_ing,False,6763,0.028758895,0.013217189,0.010387609,0.022704255,0.01668153
Thu Dec 02 15:39:30 +0000 2021,Look at the difference i feel sorry for yt women that don't have the privilege to be fucked by bbc #BBC #Cuckold #Husband #Bull #bnwo #wife #blackedwife #hotwife #SayNoToWhiteGuys #BlackOwned #milf #brandilove #irporn  https://t.co/ff7Hqm0RGj,BBC XOXO 🍆,XOXO63479391,False,39,0.8489653,0.71568525,0.9052535,0.51600516,0.92006356
Thu Dec 02 15:39:30 +0000 2021,"I'm giving away a DOGE Tesla &amp; $50,000 in $DOGE. Which do you want?To enter:RetweetFollow @elonmusk, @binance, @cz_binanceHave a KYC'd Binance accountTweet the prize you want &amp; why with hashtags #DOGEorTesla &amp; #BinanceOur favorite answer from each 'team' will win. https://t.co/A2VLB6fh4a",Mazen Al-Ghanim,MazenAlGhanim,False,495,0.14855546,0.106155805,0.17437966,0.16538279,0.14275235
Thu Dec 02 15:39:30 +0000 2021,: okay jm: jm? J I M I N this is my name. jimin  https://t.co/byGEUhOZJS,#Namie flower⁷zZz... 🌕,nam_luv_hobi,False,60,0.038748965,0.014719658,0.018630084,0.051327422,0.035891257
Thu Dec 02 15:39:30 +0000 2021,@certifiedhoonie I had to count the members many times xD I wish to see more of their interaction! ,☆■katrina■☆,koisurutegomasu,False,647,0.06556774,0.03541537,0.037837002,0.1902471,0.06009034
Thu Dec 02 15:39:30 +0000 2021,@cacabrocoli We buklied her too much back then a cause de ses performances were never seeing any new album soon,ً🍑,haechan4Iife,False,49,0.31089434,0.24940872,0.30827552,0.39233425,0.20665959
Thu Dec 02 15:39:30 +0000 2021,Two things in this frame.. @sivaangi_k you enjoyed this portion and this whole song in a vera level way..And you look so cute chellama..Honest review: Song on loop... Nalla oru fork song @MervinJSolomon @iamviveksiva didnt disappoint us as usual..Vocals vera level#Uruttu https://t.co/sO4Q0ax5Hj,Aathvika🧚🏻‍♀️,Aathvika_,False,2,0.15443386,0.14928746,0.14458188,0.17907429,0.14967354
Thu Dec 02 15:39:30 +0000 2021,I'm probably the easiest person to cut off lol I ain't asking no questions! omm idgaf ,⟢,_droseee_,False,480,0.403351,0.29984346,0.31033996,0.5970577,0.20533068
Thu Dec 02 15:39:30 +0000 2021,"I'M READY FOR IT, SHOOT ME SIR https://t.co/hAYeeeMDhe",💗jackie💗,PrimadonnaSoul,False,241,0.42902637,0.17621653,0.2549653,0.8398521,0.23733053
Thu Dec 02 15:39:30 +0000 2021,: DID YOU HEAR WE GOT A DAESANG? HOW DID WE GET A DAESANG?: THANKS TO STAY: THANKS TO WHO?: THANKS TO STAY: THANKS TO WHO?: THANKS TO STAY,Sil🌼 S.Kd,fusisili,False,88,0.1125326,0.07342674,0.056525704,0.16975792,0.06341434
Thu Dec 02 15:39:30 +0000 2021,@btsvotingunite @btsvotingorg I vote for #bts as Worldwide Fan's Choice Top 10 at the #MAMAVOTE,Barani VM,BaraniKyaw1,False,125,0.070849374,0.046637155,0.08163558,0.06688511,0.08701125
Thu Dec 02 15:39:30 +0000 2021,"So, Omicron appears to be a mild coronavirus that rarely causes hospitalizations.Basically, it's the common cold.Are we done yet?",IfNotNowWhen,oceanway55,False,216,0.115342736,0.1168623,0.049562987,0.08441554,0.03140825
Thu Dec 02 15:39:30 +0000 2021,@ENHYPEN_members U LOOK GREAT I LOVE U SM,vern,iKatSeung,False,5299,0.11480194,0.073388845,0.13047168,0.24754371,0.18698218
Thu Dec 02 15:39:30 +0000 2021,"TWICE Doughnut English Lyrics + Line DistributionThese are official subs from the MV, we have put them into a graphic. Please stream the MV, or use our graphic when streaming on music platforms. Do not watch lyric videos! https://t.co/wHaOo2j680#Doughnut_MV #DOUGHNUT #TWICE https://t.co/tPlSEIhkln",kerby AESPASKZ DAESANG,nayeonnolo,False,1977,0.15955395,0.15761636,0.15924232,0.34603,0.18549766
Thu Dec 02 15:39:30 +0000 2021,looking like a kpop idol YES @ppnaravit  #ppnaravit https://t.co/nXJFzYbH5u,เยิ้ปปะปอง🦋ft.พลอยรักพี่ปอนด์นะ,pppamika,False,201,0.15065545,0.1363941,0.13640606,0.10804593,0.18473707
Thu Dec 02 15:39:30 +0000 2021,"@bkrudy @Meta My account also got hacked and support service aren't doing anything about it,so I someone recommended skid_cyber on Instagram he successfully retrieve my account back, he's legit and reliable",David James,DavidJa91486595,False,17,0.10884982,0.104400165,0.08237049,0.15086752,0.069675095
